video_id,brand_name,product_name,recommendation_score,reason_for_selection,target_audience,key_strengths,critical_weaknesses,comparison_evidence,trigger_sentence,is_ad,sold_at_oliveyoung,status,source_title,source_channel
jLgJZ0wCryI,비디비치,비디비치 블랙 퍼펙션 커버 핏 쿠션,3,올리브영 신상 커버 쿠션 리뷰를 위해 선정,"수부지 피부, 유분 컨트롤 선호, 은은한 속광 표현 선호","얇고 핸디한 사이즈, 예쁜 상아빛 컬러, 은은한 속광, 붉은기/모공 커버, 수정 화장 용이","건성에게 건조함 (유존 당김, 잔주름/팔자주름 부각), 코 주변 각질 부각","클리오 쿠션이 비디비치보다 픽스가 훨씬 빠르게 되는구나., 클리오 쿠션이 비디비치보다 더 매트해요., 비디비치 바른 피부 보시면 은은하게 속강 올라오는 거 보이시죠? 이게 잘 유지가 돼요. 반면에 클리오는요. 시간이 점점 지나면서 파우더를 얇게 처리한듯한 느낌으로 쿠션이 조금 더 뽀송하게 픽스가 돼요., 비디비치보다 클리오 쿠션이 커버력이 조금 더 높고 입자가 더 잘게 쪼개진 느낌이 들거든요., 나비좀 모공을 봤을 때 클리오 쿠션 바른 쪽이 잔모음 커버가 훨씬 더 잘 돼 있어요., 클리오는 제 피부에서는 굵은 주름에 좀 끼는 타입이고 b비는 잔주름에 껴요. bd비티션 바른 쪽이 팔자 주름이 더 부각됩니다.",두 제품 한 달 전에 나왔으면 더 괜찮았을 것 같다는 생각이 들긴 하거든요. 첫 터치를 했을 때 피부 표율이 너무 예쁘고 유분 컨트롤도 꽤나 잘해 주고 수정으로도 괜찮거든요. 근데 이제 날씨가 선선해질 일밖에 안 남았는데 이 두 쿠션을 추천드리기에는 약간의 리스크가 있을 것 같다라는 생각이 드네요.,N,Y,정상,EN) 꼭 사야할까? 올리브영 신상쿠션 다 써봤슨✌🏻 (클리오 또 리뉴얼?. 촉촉한 세미매트 쿠션. 건성 맞춤 쿠션. 컬러 예쁜 쿠션. 쿠션별,MysterLee터리
jLgJZ0wCryI,클리오,클리오 킬커버 파운웨어 쿠션,3,올리브영 신상 커버 쿠션 리뷰를 위해 선정,"높은 커버력 선호, 매트한 마무리 선호, 예전 클리오 킬커버 쿠션 선호자","빠른 픽싱, 높은 커버력, 매트한 마무리, 잔모공/붉은기 커버, 수정 화장 용이","건성에게 건조함 (유존 당김, 굵은 주름 끼임), 양 조절 어려움 (이질감), 코 주변 각질 부각","비디비치 거 들다가 클리오 거 드니까 클리어 좀 묵직해요., 클리오 쿠션이 비디비치보다 픽스가 훨씬 빠르게 되는구나., 커버력은요. 비디비치보다 훨씬 높아요., 클리오 쿠션 첫 사용감만 따지고 봤을 때는 헤라 블랙 쿠션을 참고하고 만든 느낌., 클리오 쿠션이 비디비치보다 더 매트해요., 비디비치 바른 피부 보시면 은은하게 속강 올라오는 거 보이시죠? 이게 잘 유지가 돼요. 반면에 클리오는요. 시간이 점점 지나면서 파우더를 얇게 처리한듯한 느낌으로 쿠션이 조금 더 뽀송하게 픽스가 돼요., 비디비치보다 클리오 쿠션이 커버력이 조금 더 높고 입자가 더 잘게 쪼개진 느낌이 들거든요., 나비좀 모공을 봤을 때 클리오 쿠션 바른 쪽이 잔모음 커버가 훨씬 더 잘 돼 있어요., 클리오는 제 피부에서는 굵은 주름에 좀 끼는 타입이고 b비는 잔주름에 껴요.",두 제품 한 달 전에 나왔으면 더 괜찮았을 것 같다는 생각이 들긴 하거든요. 첫 터치를 했을 때 피부 표율이 너무 예쁘고 유분 컨트롤도 꽤나 잘해 주고 수정으로도 괜찮거든요. 근데 이제 날씨가 선선해질 일밖에 안 남았는데 이 두 쿠션을 추천드리기에는 약간의 리스크가 있을 것 같다라는 생각이 드네요.,N,Y,정상,EN) 꼭 사야할까? 올리브영 신상쿠션 다 써봤슨✌🏻 (클리오 또 리뉴얼?. 촉촉한 세미매트 쿠션. 건성 맞춤 쿠션. 컬러 예쁜 쿠션. 쿠션별,MysterLee터리
v_pu9NvGbFw,더샘,더샘 스킨 퍼펙션 글루타치온 토닝 쿠션,5,수많은 광고 제안 중 훈이언의 까다로운 리뷰를 통과한 첫 더샘 콜라보 신상,"모든 피부 타입, 4계절, 속건조, 예민 피부, 화사하고 고급스러운 광채 선호","미친 모공 커버, 얇고 촉촉한 밀착력, 화사하고 고급스러운 광채",없음,"기존 세미매트 쿠션보다 모공 커버 우수, 백화점 쿠션과 견줄 만함, 더샘 컨실러 명성 뛰어넘음",제가 이제 설명할 때는 그냥 막 두드려도 예쁘다라고 말씀을 드리기는 했지만 나는 밀어 쓰고 싶은데요. 저는 왕모공이라 한 번은 밀어지고 싶은데요. 밀어주셔도 돼요. 당연히 당연히 한번 가볍게 쓱 밀어 준 다음에 두들기셔도 굉장히 커버가 잘 된다라는 거. 어떤 방법으로써도 예쁜 쿠션이라는 거.,Y,Y,정상,"""역대급! 반전 미쳤다..🔥"" 충격적인😱 신상! 더샘 스킨 퍼펙션 글루타치온 토닝 쿠션 밀착리뷰🔍 (한여름에 촉촉쿠션을 낸다고?! |  올리브영",HOONION
qtf3NETSXJY,어뮤즈,어뮤즈 에어리 포어 커버 쿠션,5,구독자 요청으로 신상 쿠션 3가지 중 하나로 선정,"건성, 여름철, 요철 피부, 매끈한 마감 선호, 땀 많은 사람","깔끔한 발림성, 매끈한 요철 커버, 땀에도 강한 유지력","향이 좀 심함, 코끼임 심함 (초반)","흰스보다 찍힘 적고 다크닝 덜함, 해브블루보다 커버력 좋음, 투슬래시포보다 밀착력 좋음",코도 그 처음에 발랐을 때는 모공에 다 끼고 조금 안 예뻤었었는데 그 유분이 올라오니까 지금 모공이 어디 있는지도 모를만큼 매끈하게 딱 광막이 씌어진 느낌이에요.,N,Y,정상,"광고❌광고 거절하고 말아온 올영 신상 쿠션4종 팩폭현실리뷰..이사배님 투슬래시포 쿠션,헤브블루 쿠션,어뮤즈 에어리 포어 커버 쿠션,힌스 커버 마",알라 ALLA BEAUTY
qtf3NETSXJY,힌스,힌스 커버 마스터 핑크 쿠션,2,구독자 요청으로 신상 쿠션 3가지 중 하나로 선정,"커버력 최우선, 매트한 마감 선호, 피부 요철/잡티 많음","끝장 커버력, 매끈한 피부 표현, 예쁜 핑크 케이스","심한 다크닝 (1톤 이상), 잔주름 끼임 심함","어뮤즈보다 커버력 높고 다크닝 심함, 기존 힌스 쿠션 중 밀착력 높은 편",흰스가 가장 커버력이 높지만 그만큼 가장 두껍고 그리고 컬러가 이뻐지게 나왔는데 다크닉이 심하다.,N,Y,정상,"광고❌광고 거절하고 말아온 올영 신상 쿠션4종 팩폭현실리뷰..이사배님 투슬래시포 쿠션,헤브블루 쿠션,어뮤즈 에어리 포어 커버 쿠션,힌스 커버 마",알라 ALLA BEAUTY
qtf3NETSXJY,헤브블루,헤브블루 메이크업 프로 엑토인 트리 세미매트 핏 쿠션,3,구독자 요청으로 신상 쿠션 3가지 중 하나로 선정,"피부 좋은 사람, 얇고 자연스러운 화장 선호, 선쿠션 대용, 헬스장/생얼 메이크업","가장 예쁜 컬러감, 매우 얇은 발림성, 콤팩트한 사이즈, 땀에도 무너짐 적음","매우 낮은 커버력, 양 조절 어려움","어뮤즈 듀젤리 같은 느낌, 어뮤즈보다 커버력 낮고 컬러 예쁨",여러분 이렇게 얇은 거 좋아하시는 분들 약간 썸 쿠션 정도 좋아하시는 분들은 좋아하실 것 같은데요.,N,Y,정상,"광고❌광고 거절하고 말아온 올영 신상 쿠션4종 팩폭현실리뷰..이사배님 투슬래시포 쿠션,헤브블루 쿠션,어뮤즈 에어리 포어 커버 쿠션,힌스 커버 마",알라 ALLA BEAUTY
qtf3NETSXJY,투슬래시포,투슬래시포 엔젤릭 새틴 쿠션,3,이사배님 신상 쿠션 추가 요청으로 리뷰,"밤 타입 쿠션 선호, 파운데이션 같은 커버력 선호, 모공/요철 커버 중시","안정적인 컬러, 파운데이션 같은 커버력, 매끈한 모공/요철 커버","눈가 주름 끼임, 수정 시 두꺼워짐","흰스보다 커버력 낮음, 어뮤즈보다 밀착력 낮고 눈가 주름 끼임 심함",막 되게 얇은 쿠션일 거야라고 생각하시면 어 좀 두껍네라고 생각하실 수도 있을 듯.,N,Y,정상,"광고❌광고 거절하고 말아온 올영 신상 쿠션4종 팩폭현실리뷰..이사배님 투슬래시포 쿠션,헤브블루 쿠션,어뮤즈 에어리 포어 커버 쿠션,힌스 커버 마",알라 ALLA BEAUTY
M7mGuQ7TgEc,프레시안,프레시안 펩타세럼 쿠션,4,요즘 잘 쓰는 쿠션 중 하나,"쫀쫀한 피부 표현 선호, 모공 커버 중요, 여름~가을","쫀쫀한 피부 표현, 모공 커버력, 유분과 예쁘게 섞임","한겨울에는 덜 촉촉함, 잡티 커버력 중",혹시 세럼 두 세 겹 레이어링에서 피부 쫀쫀하게 만들고 그 위에 세미터 쿠션 얇게 깔아줄 때 느껴지는 그 피부에 쫀쫀함 아시는 분 있으실까요? 저는이 쿠션이 딱 그 정도의 피부 표현을 해 준다는 생각이 들었어요.,그래도 다크닝을 크게 걱정할 필요는 없는 쿠션이긴 하지만 오늘 다크닝 좀 왔는데 하는 날은 반 톤 정도 왔었고 이날은 거의 안 왔습니다.,N,Y,정상,"(광고❌) ""그래서 인생 쿠션이 뭐예요?"" 피부결 집착러의 환절기 쿠션 추천 (지속력 테스트O 꼼꼼 리뷰🔎) l 올영 쿠션, 지성 쿠션, 건성 ",유알비 UareB
M7mGuQ7TgEc,아누아,아누아 결 쿠션,5,"요즘 잘 쓰는 쿠션, 공병템","피부결 표현 중요, 촉촉한 마감 선호, 지성/건성 모두","피부결 표현, 무너짐이 예쁨, 촉촉함","양 조절 필요, 쌀쌀한 날씨에 수정 시 푸석함",지성인 저는 작년 출시했을 때부터 올해 봄까지 공병을 두 통이나 본 쿠션이고 이 쿠션을 만든 알라 님도 건성으로 알고 있어 가지고 아마 건성분들도 지금 계절에 무리없이 사용 가능하지 않을까 싶습니다.,차분한 표현 좋아하는 21호 기준 2호는 반 톤 정도 업시켜서 화사하게 표현되는듯한 느낌이 있고 2.5호는 얼룩덜룩한 내 피부에서 가장 맑은 부분의 컬러로 쫙 깔아주는 정도 내 피부 컬러지만 맑아 보이는 느낌이라는 생각이 들었어요.,N,Y,정상,"(광고❌) ""그래서 인생 쿠션이 뭐예요?"" 피부결 집착러의 환절기 쿠션 추천 (지속력 테스트O 꼼꼼 리뷰🔎) l 올영 쿠션, 지성 쿠션, 건성 ",유알비 UareB
M7mGuQ7TgEc,설화수,설화수 퍼펙팅 쿠션 에어리,3,"생일 선물로 받은 쿠션, 요즘 잘 씀","촉촉한 마감 선호, 수정 화장 중요, 피부 컨디션 좋은 날","모공 커버력, 수정 화장 용이, 얇게 발림","피부 컨디션 많이 탐, 강한 자연향, 비싼 가격",피부 표현은 개인적으로 안우와 결쿠션이랑 비슷하다는 생각이 들었습니다.,이게 저만 그런 건지 모르겠지만 피부 컨디션이 좋은 날에는 그 이상의 피부로 표현을 해 주는데 컨디션이 조금이라도 안 좋은 날에는 막 쩍 갈라지고 들뜨기도 하더라고요.,N,Y,정상,"(광고❌) ""그래서 인생 쿠션이 뭐예요?"" 피부결 집착러의 환절기 쿠션 추천 (지속력 테스트O 꼼꼼 리뷰🔎) l 올영 쿠션, 지성 쿠션, 건성 ",유알비 UareB
M7mGuQ7TgEc,어바웃톤,어바웃톤 워터 레이어핏 쿠션,3,요즘 잘 쓰는 쿠션 중 하나,"모공 커버 중요, 세미 매트/세미 글로우 선호, 양 조절 잘 하는 사람","모공 커버력, 잡티 커버력 중상, 수정 화장 깔끔","양 조절 어려움, 컬러가 매우 밝게 나옴, 워터리한 느낌 부족",오늘 보여 드린 쿠션 대부분이 중에서 중상 느낌이었다면 이 제품은 중상이라고 저는 느껴졌어요.,이 쿠션은 이번에 호브로가 갈렸던 걸로 알고 있는데 제가 이걸 쓰다 보니까 발림성 자체는 괜찮은데 양조절을 특히 더 잘해 줘야 되는 것 같더라고요.,N,Y,정상,"(광고❌) ""그래서 인생 쿠션이 뭐예요?"" 피부결 집착러의 환절기 쿠션 추천 (지속력 테스트O 꼼꼼 리뷰🔎) l 올영 쿠션, 지성 쿠션, 건성 ",유알비 UareB
zjaSSdR9eoA,라네즈,라네즈 네오 쿠션 뮤이,5,리뷰어의 인생템이자 올해의 발굴템으로 꾸준히 사용 중,"모든 피부 타입, 사계절, 자연스러운 피부 표현 선호","매끈 속촉 피부 표현, 얇고 편안한 밀착력, 붉은기 커버 및 깔끔한 지속력",없음,"기존 네오 쿠션 매트/글로우와 21N 컬러 부재 비교, 다른 브랜드 21N 컬러와 유사성 언급","기존에 21 N 컬러를 사용하시던 분들이 컬러를 선택할 때 어 왜 뉴트럴이 없지? 파식코 같기도 하고요. 또 뉴트럴 컬러 좋아하시는 분들은 그 웜과 쿨 사이에 그 뭉근한 상빛 느낌을 좋아해서 고르시는 분들이 계시잖아요. 근데 대신에 이 새로 추가된 원베이지 컬러가 그렇게 누랑누랑하게 놀았지 않더라고요. 저 지금도 이 21 W 바른 거거든요. 엄청 놀랗지 않죠? 이게 다른 브랜드들에서 나오는 21N 정도 컬러. 그래서 원베이지랑 쿨베이지 두 컬러 모두 피부에 올렸을 때 이 베이스 컬러가 와 도드러지지 않고요. 피부톤에 딱 잘 붙는 안정적인 컬러로 발색되기 때문에 너무 누랄까 걱정하지 마시고 깔끔하게 웜톤인 분들은 원베이지, 쿨톤인 분들은요 쿨이지 이렇게 고르시면 될 거 같아요.",Y,Y,정상,올리브영 쿠션! 라네즈 뮤이쿠션 4K 리뷰! 지속력까지🤗 올영 세일때 꼭 사세요! / 사사,집 팔아 화장품 사는 깡나
3nrI_RTqLk4,더샘,더샘 스킨 퍼펙션 글루타치온 토닝 쿠션,4,올영세일 쟁여야 할 쿠션으로 클리오와 비교 리뷰,"화사한 톤업 선호, 가을/겨울철, 촉촉한 결광 선호, 간단한 피부 표현 선호","화사한 컬러감, 촉촉한 결광, 자연광에서 시너지, 편안한 밀착감",클리오보다 지속력 낮음,더셈은 이 촉촉한 결광의 이 유는한 광체 있죠?이 풍성한요 느낌이 조금 예쁘게 유지가 되는 느낌이라면 여기는 딱 처음 발랐던 그 느낌이 딱 픽스되는 느낌. 클리오가 그동안 냈던 컬러감들이랑 비교하면은 엄청 트렌디해졌어요. 더셈이 이번에 조금 더 바닐라코스럽다고 해야 될까? 뽀얀 느낌으로 출시가 됐고 클리어 같은 경우는 화사하게 출시는 됐지만 조금 더 뉴트럴한 느낌,나는 오늘 좀 간단하게 립이라든지 아니면 좀 깔끔한 피우 표현에 집중해 가지고 포인트를 줘 가지고 메이크업을 하고 싶다 하면은 더셈을 쓴다든지 이렇게 선택해 보시면 좋을 거 같아요.,N,Y,정상,"9월 올영세일?!💖 핫한 신상추천템 싹 다 알려드림.zip (클리오vs더샘 쿠션, 투쿨포스쿨 체리바이브, 더샘 하이라이터, 디어에이 블러셔, 클",HOONION
3nrI_RTqLk4,클리오,클리오 킬커버 파운웨어 쿠션,4,올영세일 쟁여야 할 쿠션으로 더샘과 비교 리뷰,"세미매트 선호, 지속력 중시, 커버력 중시, 풀메이크업 선호","뛰어난 지속력, 세미매트 마무리, 높은 커버력, 트렌디한 컬러감",없음,클리오가 그동안 냈던 컬러감들이랑 비교하면은 엄청 트렌디해졌어요. 나는 진짜 그리고 얘는 확실히 세이매트 쿠션이다 보니까요 더셈보다는 지속력이 훨씬 더 좋더라고요. 더셈은 이 촉촉한 결광의 이 유는한 광체 있죠?이 풍성한요 느낌이 조금 예쁘게 유지가 되는 느낌이라면 여기는 딱 처음 발랐던 그 느낌이 딱 픽스되는 느낌.,색조 메이크업이라든지 좀 더 풀매하고 싶다. 그런 날에는 여기 클리어 쿠션을 추천을 드리고요.,N,Y,정상,"9월 올영세일?!💖 핫한 신상추천템 싹 다 알려드림.zip (클리오vs더샘 쿠션, 투쿨포스쿨 체리바이브, 더샘 하이라이터, 디어에이 블러셔, 클",HOONION
ThH2rQ-lCCw,클리오,클리오 킬커버 파운웨어 쿠션,2,가을/겨울 신상 쿠션 리뷰,"FW, 쫀쫀한 피부 표현 선호","피부결 고르게 표현, 쫀쫀하게 밀착, 커버력 중상","코 옆 뭉침, 모공 부각, 피부 표현 매트하게 보임",과거 클리오 23N 제품은 동동 떴으나 이번 제품은 안정적으로 붙음,미묘하게 차흙 갈라지듯이 좀 갈라진게 있어요. 그렇게 두껍게 메이크업하지 않았거든요. 여기도 좀 이렇게 지글지글지글하게 낀게 차를 끼듯이 그런게 좀 있어요.,N,Y,정상,요즘 새로 나온 쿠션들..다 좋지는 않네요😂그 중에 이건 왕추천합니다👍🏻 | 오늘도찬스 EP175,오늘도 찬스 Everyday Chan's
ThH2rQ-lCCw,투슬래시포,투슬래시포 엔젤릭 새틴 쿠션,2,가을/겨울 신상 쿠션 리뷰,"얇게 바르는 것 선호, 화사한 톤 선호","화사한 피부 표현, 다크닝 없음, 얇게 발림","양 조절 어려움, 모공 부각 심함, 묻어남 있음","클리오보다 타이트하게 들어감, 클리오보다 광이 덜함, 클리오보다 모공 커버가 조금 더 됨",바를 땐 좀 촉촉함이 한두 방울 이렇게 있어야 피부에 붙잖아요. 그런 걸 되게 잘 구현 뭐 메이크업 베이스까지 하시거나 또는 기초를 잘 깔고 하시면 더 수월하게 붙을 것 같아요.,N,Y,정상,요즘 새로 나온 쿠션들..다 좋지는 않네요😂그 중에 이건 왕추천합니다👍🏻 | 오늘도찬스 EP175,오늘도 찬스 Everyday Chan's
ThH2rQ-lCCw,비디비치,비디비치 블랙 퍼펙션 커버 핏 쿠션,1,가을/겨울 신상 쿠션 리뷰,"수부지, 매트한 질감 선호","유지력 좋음, 모공 커버 좋음, 피부 정돈됨","얼룩덜룩 발림, 지속력 아쉬움, 미세 주름 끼임","앞의 두 개보다 모공 커버 제일 나음, 2/4 N22처럼 두껍게 되지 않음",처음 바를 때 좀 고르게 안 바르는 안 발려지는 느낌이 있어서 섬세하게 바를 필요는 개인적으로 좀 있는 거 같아요.,N,Y,정상,요즘 새로 나온 쿠션들..다 좋지는 않네요😂그 중에 이건 왕추천합니다👍🏻 | 오늘도찬스 EP175,오늘도 찬스 Everyday Chan's
ThH2rQ-lCCw,어바웃톤,어바웃톤 워터 레이어핏 쿠션,3,가을/겨울 신상 쿠션 리뷰,"얇게 바르는 것 선호, 커버력 중요시, 수부지","커버력 높음, 모공 커버 준수, 지속력 괜찮음","톤이 어두움 (23호 기준), 두껍게 발릴 수 있음, 양 조절 중요",앞단에 보여 준 것들 중에 가장 커버력이 높음,지금 23은 조금 패닝하신 분들이나 정말 정석의 235분들이나 23.5분들은 23호 쓰면 돼요. 저는 어바우톤에서 22.5를 사는게 맞는 거 같아요.,N,Y,정상,요즘 새로 나온 쿠션들..다 좋지는 않네요😂그 중에 이건 왕추천합니다👍🏻 | 오늘도찬스 EP175,오늘도 찬스 Everyday Chan's
ThH2rQ-lCCw,힌스,힌스 세컨 스킨 글로우 쿠션,3,가을/겨울 신상 쿠션 리뷰,"커버력 중요시, 에이지가 있는 분들","안정적인 발림성, 양호한 커버력, 광이 예쁨","두껍게 발림, 컬러 어두움, 묻어남 많음","샬롯 틸버리보다 광이 덜함, 오늘 보여준 것 중 가장 많이 찍힘",함부로 평균을 낼 수 없지만 요즘 좀 좋아하는 피부표는 난 아닌 거 같아요. >> 그러니까 조금 에이지가 있으신 우리 어머님 분들이나 좀 커버할게 있는 분들이 좀 선호하지 않을까?,N,Y,정상,요즘 새로 나온 쿠션들..다 좋지는 않네요😂그 중에 이건 왕추천합니다👍🏻 | 오늘도찬스 EP175,오늘도 찬스 Everyday Chan's
pjlwFr2p8pk,에뛰드,에뛰드 워터 드롭 필터 쿠션,5,요즘 유행에 발맞춰 출시된 에뛰드 신상 쿠션,"모든 피부 타입, 모든 연령, 사계절, 고급스러운 촉촉함 선호","촉촉 쫀득한 밀착력, 얇고 밀도 있는 발림성, 모든 피부 타입에 잘 맞음",없음,"기존 밤 타입 쿠션 단점 완벽 보완, 다른 촉촉 쿠션과 달리 뱉어내지 않음",그리고 저처럼 앞불 쪽에 모공이 큰 친구들 있잖아요. 요런 친구들은 얘를 콩 찍은 다음에 양조절 살짝 해주세고 밀어서 사용해 줄 건데이 재형 자체가 숙족하다 보니까 큰 힘 들리지 않고 정말로 부드럽게 밀어 주시면 되거든요.,Y,Y,정상,제발요‼️ 2026 1등 신상쿠션이 나왔는데요..❤️ 에뛰드 NEW 워터드롭 필터 쿠션 밀착리뷰🔍 (진짜.. 막발라도 예뻐요😵‍💫! | 후니언,HOONION
ONGGTgfUd9o,퓌,퓌 쿠션 에그핏 커버,5,"세 통 비운 인생템, 피부 컨디션 안 좋을 때도 좋음","모든 피부, 트러블 피부, 수정 화장, 여름철 지성은 티존 파우더 필수","피부 컨디션 안 좋을 때도 좋아 보임, 수정 화장 용이, 트러블 피부에도 좋음",흉터 커버력 부족,"같은 라인 글래스 쿠션과 비교, 에그핏 선호",다만 지성분들이 여름에 바를 때는 티존의 파우더는 필수를 하셔야 돼요.,N,Y,정상,광고❌ 쿠션 57개 쓴 지성 마케터의 인생템🔥 트러블·흉터 커버까지 OK❗️여름 쿠션 TOP5 | 조말랭,조말랭Jomalraeng
ONGGTgfUd9o,파넬,파넬 시카마누 세럼쿠션,5,"세 통 비운 찐템, 트러블/예민 피부에 좋음","트러블 피부, 예민 피부, 막 바르기 선호, 여름철 지성은 티존 파우더 필수","트러블 피부에도 예쁜 표현, 세럼 함유로 피부 뒤집힘 없음, 예민한 피부에 적합",없음,피 에그핏 쿠션과 비슷한 느낌,하지만 여름에는 티존 파우더 필수다.,Y,Y,정상,광고❌ 쿠션 57개 쓴 지성 마케터의 인생템🔥 트러블·흉터 커버까지 OK❗️여름 쿠션 TOP5 | 조말랭,조말랭Jomalraeng
ONGGTgfUd9o,힌스,힌스 세컨 스킨 글로우 쿠션,4,"작년 여름 인생템, 커버력/지속력 좋음","여름철, 지성, 트러블 피부, 촉촉한 발림성, 커버력/지속력 중시","촉촉하고 차르한 발림성, 의외의 좋은 커버력, 잘 안 무너지고 좋은 지속력","오래 쓰면 제형이 마르고 안 좋아짐, 수정 시 베이스 뜯김",없음,다만 좀 단점이 있는데 이게 매시망이라 그런지 오래 쓰면은 제형이 쓸수록 좀 마르고 안 좋아지는 느낌. 그래서 처음에 진짜 잘 쓰다가 수정하다 보면 베이스가 뜯기는 순간이 오거든요. 그때 리피를 갈아 줘야 돼요.,N,Y,정상,광고❌ 쿠션 57개 쓴 지성 마케터의 인생템🔥 트러블·흉터 커버까지 OK❗️여름 쿠션 TOP5 | 조말랭,조말랭Jomalraeng
ONGGTgfUd9o,티르티르,티르티르 마스크 핏 AI 필터 쿠션,4,미친 커버력으로 컨실러 없이도 완벽 커버,"가릴 것 많은 지성 피부, 컨실러 생략 선호, 매트한 마무리 선호","미친 커버력, 컨실러 필요 없음, 픽싱되면 매트함","케이스가 매우 크고 무거워 들고 다니기 불편, 호수가 어둡게 나옴",네이밍 쿠션과 케이스 크기 비교,개인적으로 진짜 가릴 거 많은 지성 피부에게 좋은 쿠션인데 아 나 21로 쓰니까 21로 사야지 했다가 처박아 두시는 분들을 좀 많이 봐 가지고 안타깝더라고요. 미리 아셨으면 얼마어졌을까.,N,Y,정상,광고❌ 쿠션 57개 쓴 지성 마케터의 인생템🔥 트러블·흉터 커버까지 OK❗️여름 쿠션 TOP5 | 조말랭,조말랭Jomalraeng
ONGGTgfUd9o,네이밍,네이밍 제로 그래비티 커버 업 쿠션 ,3,커버력 좋고 예쁘게 발리며 지속력도 무난함,"옐로우/핑크 베이스 선호, 커버력/지속력 중시, 소량씩 펴 바르는 스킬 필요","커버력 좋고 예쁘게 발림, 수정 화장 무난, 지속력 좋음",막 바르면 모공이랑 요철이 부각되는 느낌,어바웃톤 파운데이션과 비슷한 느낌,근데 이게 유의할게 막 바르면은 약간 모공이랑 요철이 부각되는 느낌이 좀 있거든요. 그래서 많은 양 한 번에 바르시지 말고 조금씩 찍어서 펴바르면은 무난하고 오래 가는 피부결 만들 수 있어요.,N,Y,정상,광고❌ 쿠션 57개 쓴 지성 마케터의 인생템🔥 트러블·흉터 커버까지 OK❗️여름 쿠션 TOP5 | 조말랭,조말랭Jomalraeng
KpSx2EtMWkw,에이프릴스킨,에이프릴스킨 히어로쿠션,4,올리브영 인기순 랭킹 1위 제품 리뷰,"지성 피부, 다크닝 싫어하는 사람, 기미/잡티 커버 원하는 사람","커버력 좋음, 다크닝 거의 없음, 유분기 잘 잡아줌","건성/속건조 피부에 당김, 모공/요철 커버 부족, 코 옆 벗겨짐",없음,다만 주의하셔야 될 피부 타입은 건성이신 분들이나 모공이 넓고 페인용터가 있어서 이 부분을 메꾸는 형태로 커버하고 싶다 하시는 분들은 조금 더 고민을 해 보셔야 될 거 같아요.,N,Y,정상,올영 쿠션 TOP5 비교🔥 사야 할 것 vs 굳이 안 사도 될 것 걸러드림‼️헤라/에스쁘아/투슬래시포/힌스/에이프릴스킨,한별두별[Hanna]
KpSx2EtMWkw,투슬래시포,투슬래시포 엔젤릭 새틴 쿠션,3,올리브영 인기순 랭킹 2위 제품 리뷰,"가을/겨울, 건강한 피부 광 선호, 건조함 싫어하는 사람","피부 표현 예쁨, 건조함 없음, 유분에도 뜨거나 뭉개지지 않음","모공/요철 부각, 어두운 피부톤에 밝을 수 있음, 여름철 유분감",없음,요 요 쿠션 점수는 계절에 따라서 좀 달라질 것 같은데 한 여름에 썼다고 하면은요 유분기 때문에 한 3점 정도 줬을 거 같은데 아무래도 피부 표현이 너무 예쁘고 피부를 건강하게 보이는 광이 너무 마음에 들었어서 가을이나 겨울에 사용한다면 한 4.2점 정도 주지 않을까 싶어요.,N,Y,정상,올영 쿠션 TOP5 비교🔥 사야 할 것 vs 굳이 안 사도 될 것 걸러드림‼️헤라/에스쁘아/투슬래시포/힌스/에이프릴스킨,한별두별[Hanna]
KpSx2EtMWkw,헤라,헤라 블랙 쿠션 ,4,올리브영 인기순 랭킹 4위 제품 리뷰,"지성 피부, 여름철, 가볍고 밀착력 있는 커버 선호","가볍고 얇게 발림, 높은 밀착력, 뛰어난 유지력/지속력",겨울철 속건조/당김,에이프릴 스킨 쿠션이랑 투슬레시프 쿠션 바르고 이 쿠션이 세 번째인데 이 세 가지 쿠션 중에서는 가장 가볍고 피되게 피부에 부담 없이 발리는데 저의 유분기는 살짝 눌러 주면서 커버력도 어느 정도 쌓이게 발리는 그런 느낌의 발린감이에요.,없음,N,Y,정상,올영 쿠션 TOP5 비교🔥 사야 할 것 vs 굳이 안 사도 될 것 걸러드림‼️헤라/에스쁘아/투슬래시포/힌스/에이프릴스킨,한별두별[Hanna]
KpSx2EtMWkw,힌스,힌스 커버 마스터 핑크 쿠션,4,올리브영 인기순 랭킹 7위 제품 (신상이라 선정),"지성 피부, 가을철, 바르기 쉬운 쿠션 선호","가볍고 잘 펴발림, 모공/요철 부각 없음, 바르는 난이도 낮음","코 옆 몽골몽골 뜸, 블랙헤드 부각, 다크닝 살짝 있음",투슬레시퍼 세팅 쿠션이랑 뭔가 느낌적이나 표현하고자 하는 그 피부 표현의 목표가 되게 비슷한데 요게 조금 더 편하고 가벼운 느낌인 거야 하네요.,어차피 요거는 잘 펴벌리고 잘 안 뜨기 때문에요 코 옆에 기름이 걱정이신 분들은 그냥 애초부터 이렇게 쓸어서 처음부터 얇은 양으로 발라 주시면은 이렇게 몽골몽골 뜨는게 없을 것 같다는 생각이 들거든요.,N,Y,정상,올영 쿠션 TOP5 비교🔥 사야 할 것 vs 굳이 안 사도 될 것 걸러드림‼️헤라/에스쁘아/투슬래시포/힌스/에이프릴스킨,한별두별[Hanna]
